rpm, pressure (Pa), angle (rad), samples, force_1 (N), force_2 (N), force_3 (N), force_5 (N), force_6 (N), force_7 (N), force_8 (N), force_10 (N), std_1 (N), std_2 (N), std_3 (N), std_5 (N), std_6 (N), std_7 (N), std_8 (N), std_10 (N)
500.0, -49.0, -1.5707963267948966, 333.0, 0.553857022204464, 0.5280772459728104, 0.37376017531152983, 0.028492336889708366, -0.0007463691720682041, 0.5309723143640775, 0.0577557472927607, 0.0779835581742065, 0.0017938481712029295, 0.0016721561232072128, 0.0017782750032642788, 0.00046399705594582594, 3.080799187824045e-05, 0.002146321516214756, 0.0011958650448435667, 0.00103341282990253
400.0, -27.0, -1.5707963267948966, 392.0, 0.46357007321544524, 0.41780257483848404, 0.32267580485751823, 0.027844243657264015, -0.0006691957219299775, 0.4434434437183078, 0.07649072595852134, 0.11135824922724866, 0.00450917345425797, 0.0024130090797339476, 0.00029264307822960285, 0.0007644750698480603, 5.8181249252949705e-05, 0.004581402503527329, 0.0021329991378540203, 0.003114546039373692
300.0, -9.0, -1.5707963267948966, 290.0, 0.32637914356865677, 0.3353246800107301, 0.3201167611940181, 0.02987763610125787, 0.004378820870554486, 0.3096296900623831, 0.09045326551072297, 0.2125743832405459, 0.0014829048159115136, 0.0010227531904280262, 6.99044479496938e-05, 0.0004734760563098063, 0.0003231948603947062, 0.001447972588181317, 0.0003692711921482883, 0.0007730277435993447
700.0, -108.0, -1.5707963267948966, 446.0, 0.6805427077141636, 0.6243894143541756, 0.5073030976388698, 0.06898893115480446, -0.0009771604412736968, 0.6350534585784288, 0.012712784472273229, 0.027754494765130033, 0.0027539841552186705, 0.0024700384977350168, 0.0023556805109356638, 0.002145083134503213, 2.9610879107318072e-05, 0.001967418135327072, 0.001092606509759274, 0.0015977928428464374
0.0, 0.0, -0.7853981633974483, 20.0, 0.2558014513289536, 0.3041371890868405, 0.3218539769974243, 0.09310131392006345, 0.06497104151657697, 0.21623356552852954, 0.0962484657014534, 0.28946671187709, 0.00019562352364207167, 0.00043696740105767266, 0.00010669417499399171, 0.00029675280786644286, 0.00023309324297054104, 0.0001608013455313206, 0.0005843627144870878, 0.00012967275727064214
700.0, -89.0, -0.7853981633974483, 718.0, 0.8555087165614668, 0.46597743660239016, 0.5631499612313151, 0.011244489016849291, -0.0008256207635361581, 0.6162083229105172, 0.18153986835683553, 0.03105370994390046, 0.0, 0.00196428013250087, 0.0051565653376331, 0.0003411262251826099, 2.826522671032097e-05, 0.007981761596959673, 0.003974643556940516, 0.011739726831060053
600.0, -61.0, -0.7853981633974483, 345.0, 0.8555087165614668, 0.4617312932226316, 0.5038775177631459, 0.009649545027747538, -0.0008743781968953141, 0.585032651335579, 0.16001217783963348, 0.06698669734883717, 0.0, 0.0014744471930392144, 0.00225347922333423, 0.00019923464691663412, 2.437295660365674e-05, 0.0027462701708059066, 0.0018075976505324528, 0.001867084994126479
500.0, -39.0, -0.7853981633974483, 414.0, 0.894016151169149, 0.4515035821053385, 0.4050782519566446, 0.00884636812611637, -0.0008746537618882531, 0.553874733466239, 0.15099035685801201, 0.09095983015381218, 0.0016137184751610007, 0.0012077629777913395, 0.0014866701046147394, 0.0002094013027238098, 2.685466565333351e-05, 0.0018109543992554807, 0.0009340060346264452, 0.0005491290260196066
400.0, -22.0, -0.7853981633974483, 359.0, 0.6648703745449688, 0.39735515582714137, 0.32206773901512253, 0.010843135113372567, -0.0007457295065756946, 0.4690503486100009, 0.13079149986981708, 0.11738619022935196, 0.0007605307331188209, 0.0007451324525026135, 0.0003750271430197923, 0.00023587467881328495, 2.778208569891713e-05, 0.0013653084876167844, 0.0006007418788567414, 0.0006657718356994535
300.0, -6.0, -0.7853981633974483, 343.0, 0.49651099662032283, 0.3520642161896012, 0.3137926316557335, 0.026964668948441337, -0.0002667675039495561, 0.3765203023627609, 0.13007448808599337, 0.20242844145313624, 0.0009858995307066565, 0.0005634424490093985, 0.00014196840665737799, 0.00041420767686771074, 5.2496393143981786e-05, 0.0005724378378731232, 0.0005816907437875683, 0.0008962611068754757
700.0, -85.0, -0.7853981633974483, 299.0, 1.1314231513119075, 0.45833728401842094, 0.573401195272846, 0.01244043762146017, -0.0009132463695359494, 0.5880299158666378, 0.1782487441050328, 0.062053144354702286, 0.005137913270821838, 0.001317918930028927, 0.002155364096897065, 0.00020609270871531268, 2.4859809020973935e-05, 0.0014324752146197136, 0.0027090864229199793, 0.0033229318569941006
0.0, 0.0, 0.0, 20.0, 0.3125559634734567, 0.3495441784597478, 0.20759573173619536, 0.1739325822071948, 0.09196638697009506, 0.24258235316508697, 0.1282745069322398, 0.3251124414408094, 0.00030699448199666675, 7.859647264405928e-05, 0.00011742672725612485, 0.00016586737116527868, 0.00011761799797948172, 0.0002546028953424312, 0.00013349209880749805, 0.00016530291887181293
700.0, -120.0, 0.0, 343.0, 0.6752421825305289, 0.35514783824409496, 0.2108402677327583, 0.0708362662325438, 0.05058706744599974, 0.057827740133474616, 0.5170044941485811, 0.25692719139127557, 0.0023002919254230844, 0.002063177109241981, 0.0005286335138818271, 0.0017844991114071888, 0.0013698604769689694, 0.0017043850042255868, 0.005020396899645922, 0.0014261908045484616
600.0, -82.0, 0.0, 457.0, 0.6200075142771265, 0.3501803456993909, 0.209995286074476, 0.09181035692991991, 0.0664653514629663, 0.09404098031618373, 0.48046229179617445, 0.26002117106910055, 0.0032327915551146466, 0.0010669851720132876, 0.00035575333478871877, 0.000584042576915218, 0.001112542143774089, 0.001621175918581131, 0.0026867515566147008, 0.0007015015453265752
500.0, -53.0, 0.0, 699.0, 0.5200402539825668, 0.3486995905720925, 0.2088201624096965, 0.0950700089209996, 0.08049724753146587, 0.1326530889574055, 0.39095938990710516, 0.26569639641746373, 0.0032625126035395247, 0.0012119493732884892, 0.00027266742943766347, 0.00031682686333895494, 0.00047966812051732533, 0.0007912172803350931, 0.002892082110328142, 0.001111531948819309
400.0, -28.0, 0.0, 423.0, 0.43391274612802055, 0.34955103019290135, 0.20860045210266712, 0.09717134776707984, 0.08653953777502896, 0.1794130601179434, 0.29962862063534174, 0.27363748621736567, 0.002404235771900189, 0.0012579365069138881, 0.00022471630517431024, 0.0003083770738876728, 0.00053279325450423, 0.0007881969515662398, 0.0029306853471334007, 0.0007489305982923219
300.0, -10.0, 0.0, 356.0, 0.36582263653883557, 0.3505332664092404, 0.20907143210738505, 0.11136273829553409, 0.09186230677379228, 0.21304475299312373, 0.20315209944551926, 0.2869648972700883, 0.0010946350449601945, 0.0004925194371731194, 0.0001410481567827234, 0.0010122520074488705, 0.0003318759061881639, 0.00032978397427819756, 0.0012718458923330009, 0.0009261478334991328
700.0, -119.0, 0.0, 501.0, 0.6591315430455591, 0.3540834691749129, 0.2124956986799105, 0.0421488239310447, 0.05612040380822454, 0.045484168353939605, 0.508115514723336, 0.2576799274262083, 0.0020477839440648897, 0.00186108110134353, 0.00022869030675465058, 0.0027453559696006265, 0.0019141262673223274, 0.0020988404925012085, 0.0013502383741482078, 0.0007440823748020705
