Team Name: ,06 October 2022
Elasped Time,Strain 1,Strain 2,Strain 3,Strain 4,Strain 5,Strain 6,Strain 7,Strain 8,Strain 9,Strain 10
10:00:00.035,-419132.000000,-112452.000000,-130042.000000,640.000000,-115855.000000,-219488.000000,-259318.000000,-359507.000000,-889.000000,-414388.000000
10:00:00.135,-419119.000000,-112455.000000,-129915.000000,650.000000,-115803.000000,-219494.000000,-259272.000000,-359377.000000,-910.000000,-414361.000000
10:00:00.235,-419072.000000,-112518.000000,-129863.000000,641.000000,-115799.000000,-219563.000000,-259215.000000,-359309.000000,-930.000000,-414312.000000
10:00:00.334,-419042.000000,-112692.000000,-130091.000000,683.000000,-115909.000000,-219660.000000,-259178.000000,-359243.000000,-889.000000,-414316.000000
10:00:00.424,-418936.000000,-112599.000000,-130279.000000,729.000000,-115962.000000,-219599.000000,-259089.000000,-359246.000000,-912.000000,-414270.000000
10:00:00.524,-418936.000000,-112675.000000,-130113.000000,693.000000,-115986.000000,-219548.000000,-258996.000000,-359274.000000,-887.000000,-414218.000000
10:00:00.624,-418894.000000,-112954.000000,-129863.000000,604.000000,-115979.000000,-219529.000000,-258936.000000,-359365.000000,-891.000000,-414183.000000
10:00:00.715,-418879.000000,-112971.000000,-130615.000000,609.000000,-115905.000000,-219478.000000,-258855.000000,-359468.000000,-908.000000,-414133.000000
10:00:00.815,-418735.000000,-112724.000000,-129998.000000,631.000000,-115895.000000,-219428.000000,-258816.000000,-359429.000000,-865.000000,-414130.000000
10:00:00.914,-418691.000000,-112920.000000,-130120.000000,631.000000,-116035.000000,-219385.000000,-258801.000000,-359450.000000,-877.000000,-414039.000000
10:00:01.014,-418722.000000,-113054.000000,-130214.000000,630.000000,-116225.000000,-219380.000000,-258799.000000,-359342.000000,-891.000000,-414048.000000
10:00:01.104,-418647.000000,-112740.000000,-130212.000000,604.000000,-116173.000000,-219337.000000,-258897.000000,-359262.000000,-869.000000,-414050.000000
10:00:01.204,-418552.000000,-112828.000000,-130950.000000,678.000000,-116179.000000,-219293.000000,-258902.000000,-359236.000000,-918.000000,-414013.000000
10:00:01.304,-418352.000000,-112824.000000,-130389.000000,660.000000,-116156.000000,-219303.000000,-258929.000000,-359198.000000,-881.000000,-413933.000000
10:00:01.405,-418258.000000,-112858.000000,-130350.000000,645.000000,-116154.000000,-219302.000000,-258950.000000,-359135.000000,-897.000000,-413897.000000
10:00:01.494,-418208.000000,-112713.000000,-130715.000000,653.000000,-116181.000000,-219251.000000,-258996.000000,-359031.000000,-844.000000,-413935.000000
10:00:01.596,-418071.000000,-112743.000000,-129968.000000,671.000000,-116132.000000,-219147.000000,-258957.000000,-358908.000000,-857.000000,-413949.000000
10:00:01.696,-417933.000000,-112598.000000,-130583.000000,715.000000,-116104.000000,-219042.000000,-258993.000000,-358787.000000,-867.000000,-413910.000000
10:00:01.784,-417871.000000,-112663.000000,-130351.000000,659.000000,-116071.000000,-219010.000000,-259036.000000,-358747.000000,-850.000000,-413874.000000
10:00:01.885,-417775.000000,-112630.000000,-130139.000000,598.000000,-116039.000000,-218966.000000,-259069.000000,-358674.000000,-869.000000,-413833.000000
10:00:01.984,-417728.000000,-112571.000000,-130568.000000,628.000000,-115999.000000,-218950.000000,-259041.000000,-358558.000000,-891.000000,-413832.000000
10:00:02.084,-417678.000000,-112606.000000,-130108.000000,657.000000,-115967.000000,-218937.000000,-259050.000000,-358304.000000,-893.000000,-413800.000000
10:00:02.175,-417749.000000,-112685.000000,-130434.000000,649.000000,-115946.000000,-218900.000000,-259012.000000,-358203.000000,-885.000000,-413763.000000
10:00:02.274,-417751.000000,-112675.000000,-130391.000000,643.000000,-115979.000000,-218876.000000,-259009.000000,-358064.000000,-867.000000,-413740.000000
10:00:02.375,-417751.000000,-112766.000000,-130123.000000,666.000000,-115994.000000,-218908.000000,-259022.000000,-357960.000000,-902.000000,-413725.000000
10:00:02.465,-417683.000000,-112794.000000,-130528.000000,636.000000,-115904.000000,-218940.000000,-259051.000000,-357865.000000,-900.000000,-413720.000000
10:00:02.566,-417718.000000,-112779.000000,-130143.000000,584.000000,-115874.000000,-218968.000000,-259068.000000,-357808.000000,-895.000000,-413679.000000
10:00:02.665,-417777.000000,-112768.000000,-130364.000000,620.000000,-115899.000000,-218967.000000,-258984.000000,-357708.000000,-887.000000,-413581.000000
10:00:02.764,-417766.000000,-112816.000000,-130469.000000,628.000000,-115886.000000,-218960.000000,-258849.000000,-357632.000000,-856.000000,-413609.000000
10:00:02.855,-417785.000000,-112814.000000,-130169.000000,650.000000,-115877.000000,-218967.000000,-258766.000000,-357665.000000,-859.000000,-413558.000000
10:00:02.955,-417769.000000,-112733.000000,-130565.000000,648.000000,-115883.000000,-218934.000000,-258654.000000,-357756.000000,-805.000000,-413471.000000
10:00:03.055,-417749.000000,-112783.000000,-130367.000000,649.000000,-115906.000000,-218872.000000,-258609.000000,-357811.000000,-813.000000,-413454.000000
10:00:03.144,-417696.000000,-112836.000000,-130374.000000,642.000000,-115883.000000,-218836.000000,-258613.000000,-357973.000000,-817.000000,-413470.000000
10:00:03.245,-417672.000000,-112774.000000,-130548.000000,668.000000,-115912.000000,-218859.000000,-258593.000000,-358218.000000,-868.000000,-413331.000000
10:00:03.346,-417663.000000,-112749.000000,-130344.000000,641.000000,-115953.000000,-218851.000000,-258606.000000,-358468.000000,-855.000000,-413265.000000
10:00:03.445,-417622.000000,-112777.000000,-130612.000000,659.000000,-116015.000000,-218802.000000,-258580.000000,-358724.000000,-844.000000,-413261.000000
10:00:03.534,-417601.000000,-112789.000000,-130441.000000,621.000000,-116045.000000,-218817.000000,-258518.000000,-359024.000000,-833.000000,-413193.000000
10:00:03.634,-417551.000000,-112830.000000,-130342.000000,600.000000,-116055.000000,-218796.000000,-258517.000000,-359244.000000,-850.000000,-413193.000000
10:00:03.735,-417545.000000,-112777.000000,-130516.000000,576.000000,-116099.000000,-218683.000000,-258520.000000,-359445.000000,-866.000000,-413188.000000
10:00:03.825,-417483.000000,-112768.000000,-130302.000000,602.000000,-116143.000000,-218629.000000,-258523.000000,-359566.000000,-879.000000,-413192.000000
10:00:03.925,-417478.000000,-112805.000000,-130433.000000,592.000000,-116134.000000,-218591.000000,-258509.000000,-359663.000000,-894.000000,-413184.000000
10:00:04.024,-417481.000000,-112825.000000,-130439.000000,642.000000,-116047.000000,-218601.000000,-258519.000000,-359710.000000,-863.000000,-413167.000000
10:00:04.115,-417488.000000,-112858.000000,-130282.000000,658.000000,-116041.000000,-218588.000000,-258544.000000,-359694.000000,-895.000000,-413172.000000
10:00:04.214,-417477.000000,-112808.000000,-130564.000000,638.000000,-116099.000000,-218528.000000,-258546.000000,-359654.000000,-859.000000,-413172.000000
10:00:04.315,-417502.000000,-112782.000000,-130345.000000,631.000000,-116162.000000,-218534.000000,-258507.000000,-359592.000000,-883.000000,-413171.000000
10:00:04.414,-417524.000000,-112773.000000,-130342.000000,644.000000,-116285.000000,-218506.000000,-258526.000000,-359595.000000,-857.000000,-413089.000000
10:00:04.504,-417547.000000,-112772.000000,-130491.000000,652.000000,-116410.000000,-218481.000000,-258558.000000,-359607.000000,-852.000000,-412997.000000
10:00:04.604,-417547.000000,-112791.000000,-130426.000000,634.000000,-116524.000000,-218436.000000,-258632.000000,-359636.000000,-831.000000,-412968.000000
10:00:04.705,-417541.000000,-112748.000000,-130598.000000,609.000000,-116563.000000,-218496.000000,-258698.000000,-359642.000000,-879.000000,-412925.000000
10:00:04.804,-417527.000000,-112745.000000,-130661.000000,632.000000,-116644.000000,-218500.000000,-258783.000000,-359635.000000,-843.000000,-412864.000000
10:00:04.896,-417523.000000,-112770.000000,-130725.000000,625.000000,-116714.000000,-218466.000000,-258859.000000,-359627.000000,-828.000000,-412849.000000
10:00:04.994,-417487.000000,-112794.000000,-130864.000000,611.000000,-116761.000000,-218578.000000,-258942.000000,-359640.000000,-872.000000,-412943.000000
10:00:05.094,-417449.000000,-112865.000000,-130783.000000,610.000000,-116851.000000,-218621.000000,-258972.000000,-359629.000000,-826.000000,-412913.000000
10:00:05.194,-417435.000000,-112954.000000,-130897.000000,594.000000,-116941.000000,-218629.000000,-259168.000000,-359617.000000,-795.000000,-412849.000000
10:00:05.285,-417373.000000,-112966.000000,-130880.000000,548.000000,-116971.000000,-218674.000000,-259338.000000,-359628.000000,-807.000000,-412888.000000
10:00:05.385,-417378.000000,-113051.000000,-130826.000000,542.000000,-116988.000000,-218708.000000,-259379.000000,-359584.000000,-814.000000,-412923.000000
10:00:05.484,-417339.000000,-113093.000000,-130872.000000,568.000000,-116930.000000,-218691.000000,-259536.000000,-359479.000000,-832.000000,-412965.000000
