Team Name: ,06 October 2022
Elasped Time,Strain 1,Strain 2,Strain 3,Strain 4,Strain 5,Strain 6,Strain 7,Strain 8,Strain 9,Strain 10
10:00:00.063,-469431.000000,-213558.000000,-125102.000000,606.000000,-280626.000000,-510795.000000,-279704.000000,-462767.000000,-416.000000,-520183.000000
10:00:00.154,-469360.000000,-213599.000000,-125203.000000,615.000000,-280548.000000,-510911.000000,-279474.000000,-462760.000000,-447.000000,-520114.000000
10:00:00.255,-469193.000000,-213671.000000,-125105.000000,624.000000,-280484.000000,-510883.000000,-279322.000000,-462840.000000,-460.000000,-519990.000000
10:00:00.354,-469034.000000,-213663.000000,-125100.000000,594.000000,-280392.000000,-510763.000000,-279099.000000,-462920.000000,-458.000000,-519826.000000
10:00:00.444,-468855.000000,-213748.000000,-125049.000000,617.000000,-280317.000000,-510648.000000,-278796.000000,-462960.000000,-466.000000,-519741.000000
10:00:00.545,-468754.000000,-213770.000000,-125013.000000,646.000000,-280270.000000,-510585.000000,-278546.000000,-463007.000000,-430.000000,-519779.000000
10:00:00.644,-468781.000000,-213802.000000,-125073.000000,624.000000,-280307.000000,-510560.000000,-278496.000000,-462872.000000,-430.000000,-519775.000000
10:00:00.744,-468825.000000,-213828.000000,-125012.000000,599.000000,-280320.000000,-510677.000000,-278461.000000,-462800.000000,-466.000000,-519667.000000
10:00:00.834,-468856.000000,-213764.000000,-124920.000000,627.000000,-280298.000000,-510774.000000,-278410.000000,-462759.000000,-499.000000,-519477.000000
10:00:00.934,-468831.000000,-213665.000000,-124932.000000,657.000000,-280297.000000,-510793.000000,-278409.000000,-462730.000000,-461.000000,-519304.000000
10:00:01.035,-469130.000000,-213502.000000,-124933.000000,689.000000,-280293.000000,-510793.000000,-278333.000000,-462659.000000,-435.000000,-519209.000000
10:00:01.135,-469216.000000,-213340.000000,-124847.000000,697.000000,-280263.000000,-510809.000000,-278260.000000,-462515.000000,-479.000000,-519070.000000
10:00:01.224,-469124.000000,-213212.000000,-124813.000000,639.000000,-280303.000000,-510785.000000,-278203.000000,-462385.000000,-467.000000,-518959.000000
